Time,Raw Value
2034.579370049,3920
2034.582224207,3920
2034.583814577,3920
2034.585367836,3920
2034.586929724,3904
2034.588479278,3920
2034.590009146,3920
2034.591532256,3904
2034.59306181,3920
2034.59458653,3920
2034.596133714,3904
2034.597693713,3936
2034.599237193,3920
2034.600769265,3920
2034.602295801,3904
2034.60382754,3904
2034.605357593,3920
2034.606883351,3904
2034.608414627,3904
2034.609980163,3920
2034.611520217,3920
2034.613157163,3904
2034.614684772,3920
2034.616214289,3920
2034.617739268,3920
2034.619266526,3904
2034.620793024,3904
2034.622319819,3904
2034.623849261,3904
2034.625380352,3920
2034.626910665,3920
2034.628445497,3904
2034.629982921,3920
2034.63151179,3904
2034.633045733,3904
2034.634573231,3904
2034.636099766,3920
2034.637626561,3904
2034.63916193,3920
2034.640690206,3920
2034.642220852,3904
2034.643754351,3904
2034.645286497,3920
2034.646822199,3920
2034.649807657,3920
2034.651361415,3904
2034.652897062,3904
2034.654424282,3904
2034.655951743,3920
2034.657475575,3936
2034.659002277,3920
2034.660530053,3904
2034.662058273,3904
2034.663594975,3904
2034.665129807,3904
2034.666657694,3920
2034.668186044,3936
2034.669710968,3920
2034.671235318,3904
2034.672771372,3920
2034.674299186,3920
2034.675871426,3904
2034.677400961,3920
2034.678927422,3920
2034.680456568,3920
2034.681984807,3920
2034.683512695,3920
2034.684993562,3888
2034.686521542,3920
2034.688051133,3904
2034.689577779,3936
2034.691103296,3920
2034.692633109,3920
2034.694159515,3920
2034.695687328,3904
2034.697218011,3920
2034.698826678,3920
2034.700372899,3904
2034.701903101,3920
2034.703428692,3936
2034.704989042,3904
2034.706526282,3920
2034.708052854,3904
2034.709580723,3920
2034.711105758,3904
2034.712637015,3920
2034.714158958,3888
2034.715681123,3936
2034.717207806,3920
2034.718733286,3920
2034.720376083,3920
2034.721904563,3904
2034.72343045,3920
2034.72495667,3904
2034.726491206,3920
2034.728027056,3904
2034.72955711,3920
2034.731087367,3920
2034.73262331,3920
2034.734153123,3904
2034.735681566,3888
2034.737212453,3904
2034.738743452,3920
2034.740274061,3920
2034.741801041,3904
2034.743328076,3920
2034.74485587,3888
2034.746380887,3920
2034.747900552,3920
2034.74942455,3904
2034.750942863,3904
2034.75248801,3904
2034.7540111,3888
2034.755494764,3904
2034.757025114,3920
2034.758549483,3920
2034.760074852,3904
2034.76160172,3904
2034.763125515,3904
2034.764651402,3920
2034.766175955,3920
2034.76769612,3920
2034.769225785,3904
2034.770752117,3904
2034.772279319,3904
2034.773806335,3904
2034.775217201,3920
2034.776747366,3904
2034.778275494,3920
2034.779802122,3904
2034.781326416,3904
2034.782853063,3920
2034.784377653,3920
2034.785908911,3920
