Time,Raw Value
1812.355948135,23184
1812.358888516,23168
1812.36058793,23168
1812.362265528,23200
1812.363937942,23184
1812.365605078,23168
1812.367278084,23168
1812.368948071,23168
1812.370617948,23168
1812.37228825,23168
1812.373960812,23184
1812.375632355,23168
1812.37729975,23168
1812.378977479,23168
1812.380650244,23168
1812.382319102,23168
1812.383995793,23184
1812.385667874,23168
1812.38734438,23168
1812.389018645,23168
1812.390690262,23184
1812.392378195,23168
1812.394054682,23168
1812.39572504,23152
1812.397397787,23168
1812.399068812,23168
1812.400745725,23168
1812.402419435,23152
1812.404094738,23168
1812.405769133,23152
1812.407446472,23168
1812.409121386,23152
1812.410790466,23152
1812.412457842,23168
1812.414130182,23168
1812.415803651,23168
1812.417473176,23168
1812.419146626,23168
1812.420822206,23168
1812.422494231,23168
1812.42416107,23168
1812.425829558,23168
1812.427499935,23152
1812.429169626,23168
1812.431948118,23184
1812.433619753,23168
1812.435287315,23168
1812.436954506,23184
1812.438627587,23152
1812.440299982,23168
1812.44197358,23168
1812.443646864,23168
1812.44532213,23168
1812.446995154,23168
1812.448665957,23168
1812.45034137,23152
1812.45201508,23168
1812.453682049,23168
1812.455356259,23168
1812.457027562,23168
1812.458699382,23152
1812.460371277,23168
1812.462045747,23168
1812.463721197,23168
1812.46538824,23168
1812.46706008,23168
1812.468733197,23168
1812.470406185,23168
1812.472076209,23168
1812.473748419,23168
1812.475423555,23168
1812.477093524,23184
1812.478767308,23184
1812.480434462,23168
1812.482109172,23168
1812.483781067,23168
1812.485454221,23168
1812.487124061,23152
1812.488791086,23152
1812.490457869,23168
1812.492126876,23168
1812.493793659,23168
1812.495467925,23168
1812.497139746,23184
1812.498812085,23168
1812.500484425,23168
1812.502152635,23152
1812.503826493,23152
1812.505496499,23168
1812.50717069,23168
1812.508838974,23168
1812.510509628,23168
1812.512182042,23168
1812.513855196,23168
1812.515527924,23168
1812.517199338,23184
1812.5188724,23168
1812.520541091,23168
1812.522212671,23168
1812.5238844,23152
1812.525552146,23152
1812.527221523,23168
1812.52889477,23168
1812.530563776,23168
1812.532236319,23168
1812.533904992,23152
1812.535573776,23168
1812.53724093,23168
1812.53891364,23152
1812.540586998,23200
1812.542259467,23184
1812.543928769,23168
1812.545596127,23152
1812.547268819,23184
1812.548939029,23184
1812.550606794,23184
1812.5522793,23168
1812.553951547,23184
1812.555625275,23168
1812.557293985,23168
1812.558960825,23168
1812.560633794,23168
1812.562302096,23168
1812.563971491,23184
1812.565642683,23168
1812.567310985,23168
1812.568986713,23168
1812.570658775,23168
1812.572331114,23168
1812.574004287,23168
1812.575672386,23168
1812.577341429,23168
1812.579011528,23168
1812.580685053,23152
1812.582358855,23168
1812.584028935,23184
1812.58569883,23168
1812.587366022,23168
1812.589033398,23152
1812.590702552,23168
1812.592374466,23168
1812.594043453,23168
1812.59571233,23152
1812.59738641,23152
1812.599058213,23168
1812.600732348,23168
1812.602406688,23136
1812.60407825,23168
1812.605750533,23168
1812.607422243,23168
1812.609097212,23152
1812.610768793,23168
1812.612442521,23168
1812.614110009,23168
1812.615779811,23168
1812.617447039,23200
1812.619119157,23152
1812.620787904,23168
1812.622455743,23168
1812.624124175,23168
1812.625792903,23168
1812.627464687,23184
1812.629133138,23168
1812.630802588,23168
1812.632472669,23168
1812.634147138,23168
1812.635819736,23168
1812.637488224,23168
1812.639161064,23168
1812.640834644,23168
1812.642503187,23168
1812.6441716,23168
1812.645844847,23168
1812.647513094,23168
1812.649181452,23168
1812.650851421,23184
1812.652521002,23168
1812.654190119,23168
1812.655857199,23168
1812.657526612,23168
1812.6592021,23184
1812.66087294,23168
1812.66254689,23168
1812.664214119,23184
1812.665886828,23168
1812.667555742,23168
1812.669227489,23184
1812.670897106,23168
1812.67256676,23168
1812.674241544,23184
1812.675910273,23168
1812.67757939,23184
1812.679246785,23184
1812.680916791,23168
1812.682586167,23168
1812.684259211,23168
1812.685927569,23168
1812.687596575,23168
1812.68926334,23168
1812.690938976,23168
1812.692614501,23168
1812.694286377,23184
1812.695961568,23168
1812.697631093,23168
1812.699301618,23168
1812.700975161,23168
1812.702648519,23168
1812.704316729,23152
1812.70599105,23168
1812.707663648,23184
1812.709331525,23168
1812.711005364,23168
1812.712678759,23168
1812.71434858,23184
1812.716022012,23168
1812.71769763,23152
1812.719369154,23152
1812.721036142,23168
1812.72271063,23168
1812.724383284,23168
1812.726052697,23168
1812.727726629,23168
1812.729399154,23168
1812.73106766,23152
1812.732743333,23168
1812.73441158,23168
1812.736085901,23168
1812.737753963,23168
1812.739420691,23168
1812.741089327,23168
1812.742764129,23168
1812.744436654,23168
1812.746103456,23168
1812.747773888,23168
1812.749447987,23168
1812.751119215,23168
1812.752788814,23168
1812.754460468,23168
1812.756130419,23168
1812.757802629,23184
1812.75947432,23168
1812.761144437,23168
1812.762812925,23168
1812.76448569,23168
1812.766160363,23168
1812.767829647,23184
1812.769502561,23168
1812.7711779,23168
1812.772853017,23168
1812.774523635,23168
1812.776195326,23184
1812.777868388,23168
1812.779541375,23168
1812.781214067,23168
1812.782887202,23168
1812.784560505,23168
1812.786229659,23168
1812.787903887,23152
1812.789578857,23168
1812.79124577,23168
1812.792918776,23168
1812.794591023,23168
1812.7962619,23168
1812.797935072,23168
1812.799609042,23168
1812.801275714,23168
1812.802951183,23168
1812.804621967,23184
1812.806291566,23168
1812.807959294,23168
1812.809634634,23168
1812.811308325,23168
1812.812983813,23168
1812.814659171,23168
1812.816328029,23152
1812.81799985,23168
1812.819675486,23168
1812.82134464,23168
1812.823019442,23200
1812.824686337,23168
1812.826360195,23168
1812.828035813,23168
1812.82970493,23168
1812.831378343,23168
1812.833048146,23168
1812.834721059,23184
1812.836394936,23168
1812.838065794,23168
1812.839732911,23168
1812.841403751,23168
1812.843076331,23168
1812.844743855,23184
1812.846413973,23168
1812.84808259,23152
1812.849757781,23168
1812.851430973,23184
1812.853100349,23168
1812.854768559,23168
1812.85644288,23168
1812.858113423,23168
1812.859785762,23168
1812.861461009,23168
1812.863130719,23168
1812.864801577,23168
1812.866474491,23184
1812.868142571,23152
1812.869811633,23168
1812.87148125,23168
1812.87315633,23168
1812.874827318,23184
1812.876498509,23168
1812.878253071,23168
1812.879926225,23168
1812.881592898,23184
1812.883287034,23168
1812.884957151,23168
1812.886632083,23168
1812.888299478,23168
1812.889973244,23168
1812.891642268,23168
1812.893312608,23168
1812.89498441,23168
1812.896653139,23168
1812.898325756,23168
1812.899995614,23168
1812.901668101,23184
1812.903338941,23168
1812.905009595,23168
1812.906681009,23152
1812.908356237,23168
1812.910029651,23184
1812.911702527,23168
1812.913374256,23152
1812.915048595,23152
1812.916722212,23168
1812.91839633,23168
1812.92006765,23152
1812.921739897,23168
1812.923413681,23168
1812.925086002,23168
1812.926757434,23168
1812.92842857,23168
1812.930102595,23184
1812.931772286,23168
1812.93344307,23168
1812.935112372,23168
1812.936785008,23168
1812.938457977,23168
1812.94012878,23168
1812.941796286,23168
1812.943471403,23168
1812.945139131,23168
1812.946807175,23168
1812.94847794,23184
1812.95014765,23168
1812.951821786,23168
1812.953495903,23168
1812.955163002,23168
1812.956829804,23168
1812.958501903,23168
