Time,Raw Value
1812.355948135,10208
1812.358888516,10208
1812.36058793,10208
1812.362265528,10224
1812.363937942,10208
1812.365605078,10208
1812.367278084,10224
1812.368948071,10208
1812.370617948,10208
1812.37228825,10208
1812.373960812,10208
1812.375632355,10208
1812.37729975,10208
1812.378977479,10208
1812.380650244,10208
1812.382319102,10208
1812.383995793,10208
1812.385667874,10224
1812.38734438,10208
1812.389018645,10192
1812.390690262,10208
1812.392378195,10208
1812.394054682,10208
1812.39572504,10208
1812.397397787,10208
1812.399068812,10208
1812.400745725,10208
1812.402419435,10208
1812.404094738,10208
1812.405769133,10208
1812.407446472,10208
1812.409121386,10224
1812.410790466,10208
1812.412457842,10208
1812.414130182,10192
1812.415803651,10208
1812.417473176,10208
1812.419146626,10208
1812.420822206,10208
1812.422494231,10224
1812.42416107,10208
1812.425829558,10208
1812.427499935,10208
1812.429169626,10224
1812.431948118,10224
1812.433619753,10208
1812.435287315,10208
1812.436954506,10208
1812.438627587,10208
1812.440299982,10208
1812.44197358,10208
1812.443646864,10208
1812.44532213,10208
1812.446995154,10208
1812.448665957,10208
1812.45034137,10208
1812.45201508,10208
1812.453682049,10208
1812.455356259,10240
1812.457027562,10208
1812.458699382,10208
1812.460371277,10208
1812.462045747,10208
1812.463721197,10208
1812.46538824,10208
1812.46706008,10208
1812.468733197,10240
1812.470406185,10208
1812.472076209,10208
1812.473748419,10208
1812.475423555,10208
1812.477093524,10224
1812.478767308,10208
1812.480434462,10192
1812.482109172,10208
1812.483781067,10208
1812.485454221,10208
1812.487124061,10208
1812.488791086,10192
1812.490457869,10208
1812.492126876,10208
1812.493793659,10208
1812.495467925,10208
1812.497139746,10240
1812.498812085,10208
1812.500484425,10208
1812.502152635,10208
1812.503826493,10208
1812.505496499,10208
1812.50717069,10208
1812.508838974,10208
1812.510509628,10208
1812.512182042,10208
1812.513855196,10208
1812.515527924,10224
1812.517199338,10208
1812.5188724,10208
1812.520541091,10208
1812.522212671,10208
1812.5238844,10208
1812.525552146,10224
1812.527221523,10208
1812.52889477,10224
1812.530563776,10208
1812.532236319,10208
1812.533904992,10208
1812.535573776,10208
1812.53724093,10208
1812.53891364,10224
1812.540586998,10208
1812.542259467,10224
1812.543928769,10208
1812.545596127,10224
1812.547268819,10208
1812.548939029,10208
1812.550606794,10192
1812.5522793,10208
1812.553951547,10208
1812.555625275,10208
1812.557293985,10208
1812.558960825,10208
1812.560633794,10208
1812.562302096,10208
1812.563971491,10224
1812.565642683,10208
1812.567310985,10208
1812.568986713,10208
1812.570658775,10208
1812.572331114,10208
1812.574004287,10208
1812.575672386,10208
1812.577341429,10208
1812.579011528,10224
1812.580685053,10208
1812.582358855,10208
1812.584028935,10208
1812.58569883,10192
1812.587366022,10208
1812.589033398,10208
1812.590702552,10208
1812.592374466,10224
1812.594043453,10208
1812.59571233,10208
1812.59738641,10224
1812.599058213,10224
1812.600732348,10208
1812.602406688,10208
1812.60407825,10208
1812.605750533,10208
1812.607422243,10208
1812.609097212,10208
1812.610768793,10240
1812.612442521,10224
1812.614110009,10208
1812.615779811,10208
1812.617447039,10208
1812.619119157,10208
1812.620787904,10208
1812.622455743,10208
1812.624124175,10208
1812.625792903,10208
1812.627464687,10208
1812.629133138,10208
1812.630802588,10224
1812.632472669,10208
1812.634147138,10208
1812.635819736,10208
1812.637488224,10208
1812.639161064,10208
1812.640834644,10208
1812.642503187,10208
1812.6441716,10208
1812.645844847,10208
1812.647513094,10208
1812.649181452,10208
1812.650851421,10208
1812.652521002,10208
1812.654190119,10208
1812.655857199,10208
1812.657526612,10208
1812.6592021,10208
1812.66087294,10208
1812.66254689,10208
1812.664214119,10208
1812.665886828,10208
1812.667555742,10208
1812.669227489,10208
1812.670897106,10208
1812.67256676,10224
1812.674241544,10208
1812.675910273,10208
1812.67757939,10208
1812.679246785,10208
1812.680916791,10208
1812.682586167,10208
1812.684259211,10208
1812.685927569,10224
1812.687596575,10208
1812.68926334,10208
1812.690938976,10208
1812.692614501,10208
1812.694286377,10208
1812.695961568,10208
1812.697631093,10208
1812.699301618,10208
1812.700975161,10208
1812.702648519,10208
1812.704316729,10208
1812.70599105,10208
1812.707663648,10208
1812.709331525,10208
1812.711005364,10208
1812.712678759,10208
1812.71434858,10208
1812.716022012,10208
1812.71769763,10208
1812.719369154,10208
1812.721036142,10208
1812.72271063,10208
1812.724383284,10208
1812.726052697,10208
1812.727726629,10224
1812.729399154,10224
1812.73106766,10208
1812.732743333,10208
1812.73441158,10208
1812.736085901,10208
1812.737753963,10208
1812.739420691,10208
1812.741089327,10208
1812.742764129,10208
1812.744436654,10208
1812.746103456,10208
1812.747773888,10208
1812.749447987,10208
1812.751119215,10208
1812.752788814,10224
1812.754460468,10208
1812.756130419,10208
1812.757802629,10208
1812.75947432,10208
1812.761144437,10208
1812.762812925,10208
1812.76448569,10208
1812.766160363,10224
1812.767829647,10208
1812.769502561,10208
