Time,RawValue
23932.632355506,48
23932.634022253,0
23932.635688926,16
23932.637355636,0
23932.639022421,16
23932.640689223,16
23932.642355971,0
23932.644022736,32
23932.645689465,16
23932.647356138,0
23932.64902283,0
23932.650689559,0
23932.652356325,0
23932.654023016,0
23932.655689727,16
23932.657356511,32
23932.659023277,0
23932.660690042,0
23932.662356734,0
23932.664023444,0
23932.665690118,0
23932.667356939,0
23932.669023649,16
23932.670690452,16
23932.672357199,0
23932.674023946,16
23932.675690731,0
23932.677357422,0
23932.679024225,0
23932.68069101,0
23932.682357757,16
23932.684024504,16
23932.685691196,0
23932.687357943,0
23932.689024653,32
23932.690691327,16
23932.692358037,0
23932.694024784,0
23932.695691605,0
23932.69735839,16
23932.6990251,16
23932.700691884,0
23932.702358668,0
23932.704025453,0
23932.705692126,0
23932.707358836,32
23932.709025509,0
23932.710692331,0
23932.712359115,0
23932.714025807,0
23932.715692498,0
23932.71735932,16
23932.719025993,0
23932.720692703,0
23932.722359469,16
23932.724026161,16
23932.725692927,32
23932.727359748,0
23932.729026514,16
23932.730693316,16
23932.73235999,0
23932.734026737,32
23932.73569341,16
23932.73736012,16
23932.739026905,0
23932.74069367,0
23932.742360473,0
23932.744027165,16
23932.745693931,0
23932.747360641,0
23932.749027388,16
23932.750694191,0
23932.752360864,16
23932.754027649,0
23932.755694433,16
23932.757361162,0
23932.759027909,0
23932.760694656,0
23932.762361422,0
23932.764028206,16
23932.765694991,0
23932.767361719,0
23932.769028467,0
23932.770695195,0
23932.772361906,0
23932.774028653,0
23932.775695474,16
23932.777362295,0
23932.77902908,16
23932.780695809,16
23932.782362482,16
23932.784029229,0
23932.785696032,32
23932.787362742,0
23932.789029471,0
23932.790696255,0
23932.792362947,32
23932.79402975,0
23932.795696423,16
23932.797363152,0
23932.799029954,16
23932.800696683,0
23932.802363504,16
23932.80403027,16
23932.805697036,0
23932.807363783,0
23932.809030456,0
23932.810697222,0
23932.81236397,0
23932.814030791,16
23932.815697557,16
23932.817364359,0
23932.81903107,16
23932.820697817,0
23932.822364564,16
23932.824031293,16
23932.825698114,0
23932.827364806,0
23932.829031516,16
23932.830698338,32
23932.832365122,16
23932.834031869,0
23932.835698598,0
23932.837365345,16
23932.839032055,0
23932.840698784,0
23932.842365531,0
23932.844032297,0
23932.845699082,0
23932.847365773,0
23932.849032502,0
23932.850699175,16
23932.852365978,0
23932.854032725,0
23932.855699398,0
23932.857366201,0
23932.859033004,0
23932.860699807,0
23932.862366517,16
23932.864033227,16
23932.865699993,16
23932.86736674,0
23932.869033432,0
23932.870700105,0
23932.872366797,0
23932.874033544,16
23932.875700255,0
23932.877919708,0
23932.879586473,16
23932.881253295,32
23932.882919968,0
23932.884586752,16
23932.886253481,0
23932.887920191,16
23932.889586939,32
23932.891253723,16
23932.892920507,16
23932.894587254,32
23932.896253928,16
23932.897920601,32
23932.899587404,0
23932.901254206,0
23932.902921028,16
23932.904587794,32
23932.906254522,32
23932.907921232,0
23932.909587924,0
23932.911254671,0
23932.912921437,16
23932.914588203,0
23932.916254895,0
23932.917921716,16
23932.919588389,16
23932.9212551,16
23932.922921828,16
23932.924588557,0
23932.926255304,16
23932.927922052,0
23932.929588873,0
23932.931255602,0
23932.932922275,16
23932.934589004,0
23932.936255751,0
23932.937922443,16
23932.939589171,0
23932.941255863,0
23932.942922629,0
23932.944589413,32
23932.946256197,0
23932.947922871,0
23932.949589562,16
23932.951256347,0
23932.952923057,16
23932.954589804,16
23932.956256551,0
23932.957923299,0
23932.95958999,0
23932.961256664,16
23932.962923448,16
23932.964590177,0
23932.966256979,0
23932.967923745,16
23932.969590511,0
23932.971257295,0
23932.972923987,16
23932.974590679,0
23932.976257444,0
23932.977924136,0
23932.97959092,16
23932.981257686,16
23932.982924378,0
23932.984591125,32
23932.986257928,0
23932.987924731,0
23932.989591515,16
23932.991258318,16
23932.992925102,0
23932.994591887,32
23932.996258634,16
23932.997925455,0
23932.999592258,0
23933.001259005,16
23933.00292579,0
23933.004592592,0
23933.006259321,0
23933.007926143,16
23933.00959289,0
23933.0112596,16
23933.012926384,16
23933.014593206,32
23933.016259916,16
